user_id,lifecycle_stage,segment_id,segment_name,activeness,gamification_propensity,social_propensity,ai_tutor_propensity,leaderboard_propensity,churn_risk,rfm_score,rfm_segment,engagement_intensity,streak_consistency,feature_diversity
U0010,trial,0,Needs Attention,0.22791211561426283,0.4772879091516366,0.0,1.0,0.4731680589643707,0.5270825178654848,2.4000000000000004,At Risk,0.006931414071614855,0.0125,0.5
U0011,inactive,3,Segment 3,0.4048023508109535,0.3607214428857715,0.0,1.0,0.3191484091779064,0.46350156823683214,1.4000000000000001,Lost,0.02709412662689336,0.014285714285714285,0.5
U0012,churned,3,Segment 3,0.41150443983983387,0.47695390781563124,0.0,1.0,0.4428715108118859,0.45096967652163156,2.4000000000000004,At Risk,0.029731331895167006,0.013888888888888888,0.5
U0013,trial,2,Social Engagers,0.3033593844828223,0.8750835003340013,1.0,1.0,0.3649711407834395,0.7116013905869024,3.7,Potential Loyalist,0.04408107635391727,0.08,1.0
U0014,trial,2,Social Engagers,0.27110522662950176,0.8259853039412158,1.0,1.0,0.5626894237914031,0.4841453746605968,2.4000000000000004,At Risk,0.011313161897877165,0.036585365853658534,1.0
U0015,trial,0,Needs Attention,0.2497608927881501,0.5945223780895124,0.0,1.0,0.6241103930707858,0.47567537922072695,3.1,Promising,0.0026318384453193782,0.011235955056179775,0.5
U0016,trial,0,Needs Attention,0.3911263388827305,0.5691382765531062,0.0,1.0,0.3436701117590988,0.7142603668831278,4.4,Loyal,0.1467535113737996,0.16666666666666666,0.5
U0017,paid,2,Social Engagers,0.1843730307610516,0.7895791583166333,1.0,1.0,0.24201361524547224,0.8255463943093265,2.9,Needs Attention,0.024871504458749843,0.13333333333333333,1.0
U0018,paid,5,Social Engagers,0.501313050924879,0.884435537742151,1.0,1.0,0.5683306688282933,0.43963770135996627,3.0,Promising,0.049433150312300056,0.06779661016949153,1.0
U0019,trial,0,Needs Attention,0.31161535221240694,0.6519706078824316,0.0,1.0,0.47893690001726297,0.7023924908002153,4.0,Loyal,0.045677679254788356,0.07692307692307693,0.5
U0020,paid,0,Needs Attention,0.4599775694773544,0.323313293253173,0.0,0.0,0.5169462520546712,0.6091198412923107,4.4,Loyal,0.09744283427357157,0.11538461538461539,0.0
U0021,trial,0,Needs Attention,0.31606235877526623,0.5454241816967268,0.0,1.0,0.48437549255815,0.6061072655859041,3.4000000000000004,Promising,0.026249435445500294,0.06382978723404255,0.5
U0022,trial,0,Needs Attention,0.2196835623074765,0.38009352037408145,0.0,1.0,0.22953172262127253,0.7320196498495566,1.3,Lost,0.0,0.0625,0.5
U0023,trial,2,Social Engagers,0.3915214273699269,0.906813627254509,1.0,1.0,0.3738548257563816,0.7182786329397459,3.2,Promising,0.18047966136635088,0.3,1.0
U0024,paid,0,Needs Attention,0.2708133174422962,0.20908483633934535,0.0,0.0,0.3319312782869109,0.7694269031516436,2.5,Needs Attention,0.04472764086936685,0.125,0.0
U0025,churned,0,Needs Attention,0.21578578837639617,0.23947895791583165,0.0,0.0,0.5683179092266931,0.5684008673996942,3.1,Promising,0.0027340590319947637,0.028169014084507043,0.0
U0026,trial,5,Social Engagers,0.5068961539509838,0.8186372745490983,1.0,1.0,0.2452290348487237,0.6277772012464311,3.8,Potential Loyalist,0.19194987396876537,0.058823529411764705,1.0
U0027,paid,0,Needs Attention,0.3195961221238117,0.16733466933867736,0.0,0.0,0.4163983397506623,0.6976040288533725,2.1999999999999997,At Risk,0.0,0.21739130434782608,0.0
U0028,paid,3,Segment 3,0.432233336912238,0.46760187040748163,0.0,1.0,0.4945681625423131,0.6044897850866997,2.1999999999999997,At Risk,0.06682403969572194,0.3076923076923077,0.5
U0029,trial,0,Needs Attention,0.12916767017795588,0.6513026052104208,0.0,1.0,0.7659093467834546,0.5522866319357798,2.2,At Risk,0.0,0.047058823529411764,0.5
U0030,paid,5,Social Engagers,0.489094469799089,0.7625250501002004,1.0,1.0,0.4475437766919607,0.3448411904609721,2.9,Needs Attention,0.03622409935708506,0.011627906976744186,1.0
U0031,trial,0,Needs Attention,0.2011157986354411,0.4515698062792251,0.0,1.0,0.30737504972491797,0.8367773293293737,2.5,Needs Attention,0.06782600590730369,0.7142857142857143,0.5
U0032,trial,0,Needs Attention,0.27978129822800035,0.447561790247161,0.0,1.0,0.29625092882394005,0.7640461146802211,2.6,Needs Attention,0.0737496466797273,0.2857142857142857,0.5
U0033,inactive,3,Segment 3,0.37777647361171807,0.04943219772879092,0.0,0.0,0.3749003625227984,0.44141922221594787,1.4000000000000001,Lost,0.021643002250653427,0.012658227848101266,0.0
U0034,inactive,2,Social Engagers,0.2293813864432641,0.40313961255845027,1.0,0.0,0.25894485600414313,0.8198179766446798,3.3000000000000003,Promising,0.08102955230456065,0.7142857142857143,0.5
U0035,churned,0,Needs Attention,0.19904786414834286,0.37040748162992654,0.0,1.0,0.10037002844640593,0.8465287283195049,2.3,At Risk,0.05272210512978511,0.1111111111111111,0.5
U0036,trial,0,Needs Attention,0.20696594678671992,0.551436205744823,0.0,1.0,0.4941328349583061,0.6673097936300956,2.2,At Risk,0.011868932390209856,0.0625,0.5
U0037,trial,5,Social Engagers,0.32508990652153674,0.9923179692718772,1.0,1.0,0.6915689056014651,0.49430775821473755,2.2,At Risk,0.012544596141041215,0.041666666666666664,1.0
U0038,paid,5,Social Engagers,0.4613997831001577,0.8453573814295258,1.0,1.0,0.5625858458490014,0.45933034290586283,3.5,Potential Loyalist,0.0463126119190538,0.0847457627118644,1.0
U0039,paid,0,Needs Attention,0.2842931087538867,0.01603206412825651,0.0,0.0,0.4047961090720768,0.45921136879022123,1.4000000000000001,Lost,0.012226193355366975,0.022988505747126436,0.0
U0040,trial,2,Social Engagers,0.2414433486045969,0.6002004008016032,1.0,0.0,0.6035711873184572,0.510453139773412,3.0,Promising,0.008187999800097701,0.012195121951219513,0.5
U0041,paid,0,Needs Attention,0.18598000609001542,0.11022044088176353,0.0,0.0,0.285875871593374,0.7267098686864163,2.4000000000000004,At Risk,0.004929266072371538,0.02564102564102564,0.0
U0042,trial,5,Social Engagers,0.5260810755563406,0.4549098196392785,1.0,0.0,0.18524689829096394,0.6162662482832169,3.1,Promising,0.1986890314362217,0.0,0.5
U0043,inactive,2,Social Engagers,0.2282375530951565,0.6700066800267201,1.0,1.0,0.3872351444461957,0.5992276809088636,2.1,At Risk,0.009446181988554441,0.0847457627118644,1.0
U0044,trial,0,Needs Attention,0.4006403924926509,0.3957915831663326,0.0,1.0,0.2890500101326248,0.674509381525686,3.1999999999999997,Promising,0.11132685553617643,0.29411764705882354,0.5
U0045,paid,2,Social Engagers,0.40938158968335037,0.8363393453573814,1.0,1.0,0.2850284839341604,0.6947965781048835,3.3000000000000003,Promising,0.15159396918119258,0.14285714285714285,1.0
U0046,trial,3,Segment 3,0.4138069073980678,0.5267201068804276,0.0,1.0,0.4057463241088919,0.6155456427952019,2.5999999999999996,Needs Attention,0.06318789145125214,0.0967741935483871,0.5
U0047,paid,0,Needs Attention,0.3394763368935341,0.14829659318637275,0.0,0.0,0.334438915283751,0.6899312191404754,3.4,Promising,0.06151937775223815,0.125,0.0
U0048,paid,0,Needs Attention,0.20532759214507296,0.36305945223780894,0.0,1.0,0.2840332350093445,0.6257396149257222,2.1,At Risk,0.005989908638942083,0.016666666666666666,0.5
U0049,trial,0,Needs Attention,0.08122041935709093,0.5407481629926519,0.0,1.0,0.43887550381662205,0.7597783866836177,2.2,At Risk,0.0019515723371436422,0.044444444444444446,0.5
U0050,inactive,1,At-Risk Users,0.3297572105098865,0.30060120240480964,0.0,0.0,0.4080918391089295,0.7851243970983235,4.6,Champions,0.40060372783822645,1.0,0.0
U0051,churned,2,Social Engagers,0.19662267152145124,0.5587842351369405,1.0,0.0,0.5936156958110977,0.7033029928318101,2.5999999999999996,Needs Attention,0.012371270749200908,0.1891891891891892,0.5
U0052,inactive,3,Segment 3,0.4599211303202252,0.6646626586506347,0.0,1.0,0.6219660294371514,0.5325579601057372,2.9,Needs Attention,0.05296621098417517,0.09302325581395349,0.5
U0053,churned,2,Social Engagers,0.28878151298809623,0.4826319305277221,1.0,0.0,0.36203267959139257,0.6565183262496955,2.3,At Risk,0.02736752039274416,0.05,0.5
U0054,paid,0,Needs Attention,0.3178940876284033,0.572812291249165,0.0,1.0,0.6394789579158316,0.42628482401870266,3.1,Promising,0.013919041048475814,0.022222222222222223,0.5
U0055,inactive,3,Segment 3,0.5193632798880178,0.343687374749499,0.0,1.0,0.24593456576073494,0.4585947980246361,2.5,Needs Attention,0.06075311449045039,0.01818181818181818,0.5
U0056,trial,3,Segment 3,0.3335217957794655,0.4422177688710755,0.0,1.0,0.4976484804815624,0.4296741565748739,1.7000000000000002,Lost,0.016137093644578465,0.022988505747126436,0.5
U0057,trial,2,Social Engagers,0.3112275817598812,0.6910487641950568,1.0,1.0,0.30003752824000063,0.6387953658376884,2.1,At Risk,0.032674761080695384,0.10256410256410256,1.0
U0058,trial,5,Social Engagers,0.4434508601840097,0.4168336673346693,1.0,0.0,0.16926812426350826,0.6743550158044878,2.6,Needs Attention,0.14424742511765312,0.06666666666666667,0.5
U0059,trial,1,At-Risk Users,0.35241022697284186,0.4832999331997328,0.0,1.0,0.3945358882559125,0.7502559914758693,3.1999999999999997,Promising,0.3836190429446922,1.75,0.5
U0060,trial,5,Social Engagers,0.5469005290532423,0.6356045424181697,1.0,0.0,0.6539566023432632,0.3101575549084802,3.8,Potential Loyalist,0.04551553132574862,0.011627906976744186,0.5
U0061,trial,0,Needs Attention,0.26227294797881473,0.11823647294589179,0.0,0.0,0.34145744672866335,0.7277426141914346,2.3,At Risk,0.03645938310161888,0.16,0.0
U0062,churned,3,Segment 3,0.5417166595523077,0.5110220440881763,0.0,1.0,0.28929919764622875,0.6196508553324451,3.6999999999999997,Potential Loyalist,0.28965532874029715,0.15384615384615385,0.5
U0063,trial,2,Social Engagers,0.2719716719895,0.4318637274549098,1.0,0.0,0.43523451397176377,0.4921361457424702,2.5,Needs Attention,0.006132672339225873,0.012195121951219513,0.5
U0064,trial,2,Social Engagers,0.3998186233877383,0.7658650634602538,1.0,1.0,0.45238191739283806,0.5984066983077825,3.2,Promising,0.0484235679249312,0.21212121212121213,1.0
U0065,paid,0,Needs Attention,0.2538292095165635,0.44255177020708086,0.0,1.0,0.332064878821313,0.7668514104602746,3.1,Promising,0.036783048822930375,0.3125,0.5
U0066,trial,0,Needs Attention,0.25321632181585696,0.10053440213760856,0.0,0.0,0.38742578790539883,0.6608361643572943,2.4000000000000004,At Risk,0.018407818713149927,0.09523809523809523,0.0
U0067,churned,2,Social Engagers,0.34286797586291146,0.5040080160320641,1.0,0.0,0.5474537089159593,0.5049175123545936,3.1999999999999997,Promising,0.003265408814928621,0.06060606060606061,0.5
U0068,trial,2,Social Engagers,0.4147043129771211,0.7792251169004677,1.0,1.0,0.4148056412450369,0.5128795398733018,3.2,Promising,0.03794480996421473,0.05454545454545454,1.0
U0069,inactive,2,Social Engagers,0.2575294655123964,0.5283901135604543,1.0,0.0,0.5152814993282445,0.6539929589904345,3.0,Promising,0.01929504089883881,0.11904761904761904,0.5
U0070,churned,2,Social Engagers,0.3303937507447379,0.79124916499666,1.0,1.0,0.3148446706146375,0.6570828984893275,3.1,Promising,0.04065595433249783,0.058823529411764705,1.0
U0071,trial,0,Needs Attention,0.21808656628512846,0.1843687374749499,0.0,0.0,0.39298296968468777,0.7372331666119016,2.1999999999999997,At Risk,0.010810376869811816,0.1,0.0
U0072,trial,0,Needs Attention,0.37838780183275683,0.3643954575818303,0.0,1.0,0.24267261113988278,0.7048822125173672,3.5,Potential Loyalist,0.06378944997043084,0.38461538461538464,0.5
U0073,churned,0,Needs Attention,0.49183444303817536,0.3770875083500334,0.0,1.0,0.2553646619080858,0.636814227794116,3.5,Potential Loyalist,0.21457719338700976,0.38461538461538464,0.5
U0074,paid,0,Needs Attention,0.24059935888584463,0.5370741482965932,0.0,1.0,0.36741122694827855,0.774789320838706,2.5,Needs Attention,0.041336329483220205,0.16666666666666666,0.5
U0075,paid,2,Social Engagers,0.4210977384116169,0.9702738810955244,1.0,1.0,0.4863787500093821,0.6111711441870724,3.7,Potential Loyalist,0.07258328508190796,0.0625,1.0
U0076,churned,0,Needs Attention,0.31384839417514493,0.6369405477621911,0.0,1.0,0.44592931180713485,0.6542441549842748,4.1,Loyal,0.017764506376620574,0.0,0.5
U0077,trial,0,Needs Attention,0.19803829496260444,0.017368069472277887,0.0,0.0,0.2859073953149745,0.6811770230224372,1.3,Lost,0.006297173175981511,0.06521739130434782,0.0
U0078,trial,0,Needs Attention,0.32500105638959315,0.4986639946559786,0.0,1.0,0.3368662418469899,0.6815951108470952,3.4,Promising,0.03945807536341175,0.06896551724137931,0.5
U0079,trial,3,Segment 3,0.5281052945664115,0.4094856379425518,0.0,1.0,0.3046167240848739,0.4278176743239828,2.5,Needs Attention,0.05535569487087379,0.0,0.5
U0080,churned,0,Needs Attention,0.284540830781309,0.5467601870407481,0.0,1.0,0.47522460651640364,0.5697010334461082,2.7,Needs Attention,0.016834773383492364,0.016129032258064516,0.5
U0081,paid,0,Needs Attention,0.18727559339383085,0.4038076152304609,0.0,1.0,0.3135454429458167,0.649336771623276,2.4000000000000004,At Risk,0.003569027743082737,0.017543859649122806,0.5
U0082,trial,5,Social Engagers,0.6317193360022719,0.5991983967935872,1.0,0.0,0.3887115054078194,0.5528832920156581,4.4,Loyal,0.31792504525456156,0.125,0.5
U0083,trial,0,Needs Attention,0.1576267746320788,0.2638610554442218,0.0,0.0,0.5698535648075177,0.662870743731391,2.5,Needs Attention,0.005794517273142811,0.05357142857142857,0.0
U0084,trial,0,Needs Attention,0.3798981394600758,0.16800267201068805,0.0,0.0,0.2350438705125607,0.733763243983529,3.3000000000000003,Promising,0.1867593800484152,0.1,0.0
U0085,trial,0,Needs Attention,0.20094925244247375,0.49832999331997324,0.0,1.0,0.34027755886304445,0.7517708740664306,3.0,Promising,0.010718930891640352,0.06666666666666667,0.5
U0086,paid,3,Segment 3,0.4304961613426399,0.6179024716098864,0.0,1.0,0.541123445392658,0.6225533670242033,2.8,Needs Attention,0.0691368021108043,0.2,0.5
U0087,paid,0,Needs Attention,0.26266023735398103,0.5571142284569138,0.0,1.0,0.7346423183445543,0.46793577248122836,2.7,Needs Attention,0.010175225405228553,0.07142857142857142,0.5
U0088,churned,1,At-Risk Users,0.23528439871684714,0.2882431529726119,0.0,0.0,0.46989109304751825,0.8247868075784024,3.8,Potential Loyalist,0.14499017734483977,1.0,0.0
U0089,paid,0,Needs Attention,0.290631208503783,0.07748830995323981,0.0,0.0,0.517188684485075,0.5320042536211345,1.2999999999999998,Lost,0.015436977235757104,0.09230769230769231,0.0
U0090,trial,3,Segment 3,0.45676603296896684,0.3567134268537074,0.0,1.0,0.2364887077525838,0.5216850610696837,2.9,Needs Attention,0.054456958656741515,0.02040816326530612,0.5
U0091,paid,1,At-Risk Users,0.38962242919050794,0.5724782899131596,0.0,1.0,0.2799689266172795,0.757715904187823,3.5,Potential Loyalist,0.5972238412060072,0.3333333333333333,0.5
U0092,churned,0,Needs Attention,0.2663385920850616,0.06279225116900468,0.0,0.0,0.4609195919929747,0.6274308873021546,1.7,Lost,0.020879658403781778,0.15555555555555556,0.0
U0093,paid,2,Social Engagers,0.15176039806191186,0.5544422177688711,1.0,0.0,0.3364646896789834,0.8493692930777466,2.8,Needs Attention,0.021729998782231186,0.14285714285714285,0.5
U0094,churned,3,Segment 3,0.45669931483524584,0.002338009352037408,0.0,0.0,0.17761890822844192,0.5983208366307674,2.4,At Risk,0.08437054174326462,0.06666666666666667,0.0
U0095,paid,3,Segment 3,0.49948898238901235,0.4438877755511022,0.0,1.0,0.46149077180578385,0.4066895892899969,2.5,Needs Attention,0.0461084839655291,0.04411764705882353,0.5
U0096,paid,0,Needs Attention,0.3482222875994559,0.2040748162992652,0.0,0.0,0.4010785616176173,0.7059602444616031,2.9,Needs Attention,0.08364060371335424,0.2222222222222222,0.0
U0097,paid,5,Social Engagers,0.40599023515421695,0.6716766867067469,1.0,1.0,0.3668077728490689,0.48406543337555497,1.4000000000000001,Lost,0.030722564986913007,0.06451612903225806,1.0
U0098,trial,0,Needs Attention,0.3176359229484998,0.22211088844355378,0.0,0.0,0.42360901578437776,0.6519716377202618,2.2,At Risk,0.013414116262861151,0.05405405405405406,0.0
U0099,trial,5,Social Engagers,0.5095526328741369,0.5564462257849031,1.0,0.0,0.3463338662343413,0.5921407607010498,2.5,Needs Attention,0.08552897118355567,0.04,0.5
U0100,trial,0,Needs Attention,0.33059929964278056,0.03072812291249165,0.0,0.0,0.3067580854593081,0.5931297819164594,2.1,At Risk,0.03003494396205056,0.0625,0.0
U0101,paid,2,Social Engagers,0.16056107478460868,0.4205076820307281,1.0,0.0,0.39354138989589665,0.6270676104483837,1.7000000000000002,Lost,0.003207602693961926,0.03076923076923077,0.5
U0102,trial,0,Needs Attention,0.2565670238193798,0.5163660654642618,0.0,1.0,0.511122619771378,0.6120172325168828,2.7,Needs Attention,0.015133523001341208,0.07547169811320754,0.5
U0103,paid,2,Social Engagers,0.2885775922860384,0.7201068804275218,1.0,1.0,0.5122417118881958,0.47791727441561094,2.2,At Risk,0.008908004116453956,0.06329113924050633,1.0
U0104,inactive,5,Social Engagers,0.38957514061040815,0.783567134268537,1.0,1.0,0.4198967222835184,0.45987193691035083,2.9,Needs Attention,0.023830132255210728,0.0136986301369863,1.0
U0105,trial,0,Needs Attention,0.25986490040719906,0.39111556446225787,0.0,1.0,0.34355002139109675,0.7589746767769572,2.3,At Risk,0.059656076574947224,0.4666666666666667,0.5
U0106,paid,5,Social Engagers,0.4763190990677726,0.7722110888443554,1.0,1.0,0.3853197030765651,0.501442583112528,2.8000000000000003,Needs Attention,0.05908501904021542,0.061224489795918366,1.0
U0107,churned,3,Segment 3,0.2795385562079326,0.6459585838343354,0.0,1.0,0.6718012804635488,0.4620641003177936,2.2,At Risk,0.008474941759441636,0.011363636363636364,0.5
U0108,trial,0,Needs Attention,0.2978926825641227,0.0056780227120908485,0.0,0.0,0.5232810189667726,0.5063707734402497,2.2,At Risk,0.012005895814901161,0.11764705882352941,0.0
U0109,trial,0,Needs Attention,0.1879882473631204,0.4953239812959252,0.0,1.0,0.2698558165019177,0.8361432217948938,2.5,Needs Attention,0.03927785394902755,0.16666666666666666,0.5
U0110,trial,2,Social Engagers,0.33500271892975475,0.45557782231128924,1.0,0.0,0.4394729533974316,0.543679219705977,3.2,Promising,0.010000357777114917,0.05084745762711865,0.5
U0111,trial,0,Needs Attention,0.23422595644974062,0.11690046760187041,0.0,0.0,0.35173192827602767,0.6977622984705811,1.6,Lost,0.01921665376649234,0.08108108108108109,0.0
U0112,inactive,2,Social Engagers,0.30790760327816635,0.8426853707414829,1.0,1.0,0.6007378051984118,0.5386596933522491,2.7,Needs Attention,0.020420209579898433,0.09836065573770492,1.0
U0113,churned,0,Needs Attention,0.20279324848984254,0.624248496993988,0.0,1.0,0.5148852011138382,0.6953453275018392,2.5,Needs Attention,0.012746018163708106,0.046511627906976744,0.5
U0114,paid,3,Segment 3,0.4859494604108915,0.4782899131596527,0.0,1.0,0.5367168794517875,0.40204734503006084,2.8,Needs Attention,0.04415713706117097,0.05714285714285714,0.5
U0115,churned,2,Social Engagers,0.2399935479031895,0.644622578490314,1.0,0.0,0.48694467586859114,0.6943017435985118,2.5,Needs Attention,0.018997784473674076,0.02564102564102564,0.5
U0116,churned,0,Needs Attention,0.23008355883924012,0.4231796927187708,0.0,1.0,0.4291722020820667,0.6151413540581581,2.8000000000000003,Needs Attention,0.0061133679591901064,0.07142857142857142,0.5
U0117,trial,2,Social Engagers,0.32577073794879263,0.9572478289913159,1.0,1.0,0.5894575668190313,0.5364524508477457,3.4000000000000004,Promising,0.021180538389728505,0.031746031746031744,1.0
U0118,churned,3,Segment 3,0.45056080251378305,0.02237808951235805,0.0,0.0,0.29091741535505466,0.5296635184917302,1.3,Lost,0.03983541149968244,0.06521739130434782,0.0
U0119,paid,3,Segment 3,0.34727676101960253,0.34301937207748834,0.0,1.0,0.5688620687067018,0.3958892625371746,1.0,Lost,0.011135046629318334,0.07954545454545454,0.5
U0120,churned,0,Needs Attention,0.2470022000020239,0.10521042084168336,0.0,0.0,0.27599693769561595,0.7964795310626154,2.6,Needs Attention,0.07326722573309546,0.36363636363636365,0.0
U0121,churned,0,Needs Attention,0.30965063550629884,0.6072144288577155,0.0,1.0,0.635678848333371,0.5418691931643058,3.8,Potential Loyalist,0.010238538790208541,0.06451612903225806,0.5
U0122,trial,3,Segment 3,0.3192067288011146,0.2458249832999332,0.0,0.0,0.697135844723154,0.46805043080443753,2.7,Needs Attention,0.01744482321627505,0.06493506493506493,0.0
U0123,trial,3,Segment 3,0.5709688075732563,0.05444221776887107,0.0,0.0,0.14432985821830926,0.5595463750305143,3.1999999999999997,Promising,0.1662745405597312,0.0,0.0
U0124,trial,3,Segment 3,0.38989243145059527,0.3089512358049432,0.0,0.0,0.671123520449138,0.4596815624062386,2.6,Needs Attention,0.025261093909501816,0.04225352112676056,0.0
U0125,paid,0,Needs Attention,0.22104079446613614,0.43987975951903807,0.0,1.0,0.33089099547409423,0.6503542467245736,1.6,Lost,0.006334921287410169,0.019230769230769232,0.5
U0126,churned,1,At-Risk Users,0.2579298893946784,0.3376753507014028,0.0,1.0,0.1822446390909159,0.8154548323206396,2.5999999999999996,Needs Attention,0.2203667881925467,1.25,0.5
U0127,churned,0,Needs Attention,0.35600038300281794,0.09285237140948564,0.0,0.0,0.34341416916229467,0.5395912595600113,2.8000000000000003,Needs Attention,0.02574965431374287,0.01694915254237288,0.0
U0128,trial,5,Social Engagers,0.44695527284812386,0.8106212424849698,1.0,1.0,0.5432055121478913,0.4169332192698491,2.8,Needs Attention,0.036379918382494665,0.05555555555555555,1.0
U0129,paid,2,Social Engagers,0.33476831979440425,0.889445557782231,1.0,1.0,0.42727327313803637,0.7055219868467617,3.7,Potential Loyalist,0.07138276327096224,0.2,1.0
U0130,paid,2,Social Engagers,0.3418196840856642,0.5447561790247161,1.0,0.0,0.47696591685243145,0.5310784023145589,3.1,Promising,0.021392224344130024,0.015873015873015872,0.5
U0131,trial,0,Needs Attention,0.3483832423497525,0.42084168336673344,0.0,1.0,0.5193435560259095,0.5399062248029145,2.8000000000000003,Needs Attention,0.026427744149476795,0.12962962962962962,0.5
U0132,trial,2,Social Engagers,0.2059312422291415,0.894121576486306,1.0,1.0,0.6341964828533472,0.5530369993433661,1.9,Lost,0.006640854306039748,0.05405405405405406,1.0
U0133,trial,0,Needs Attention,0.137589227804307,0.17401469605878425,0.0,0.0,0.41708585710747337,0.6791485909769903,1.9,Lost,0.004478023665504927,0.017543859649122806,0.0
U0134,inactive,3,Segment 3,0.6236682175536096,0.6549766199064796,0.0,1.0,0.688309953239813,0.2470756652125151,3.8,Potential Loyalist,0.056434203668254856,0.011111111111111112,0.5
U0135,trial,3,Segment 3,0.364058447880929,0.3904475617902472,0.0,1.0,0.24026029587264416,0.6113521653139958,1.3,Lost,0.014061844513563302,0.024390243902439025,0.5
U0136,paid,1,At-Risk Users,0.27459285370789566,0.11923847695390782,0.0,0.0,0.2933957803246943,0.8097123728816455,3.3000000000000003,Promising,0.31927019020209785,1.6666666666666667,0.0
U0137,paid,2,Social Engagers,0.24982920668711409,0.33734134936539745,1.0,0.0,0.12273460779236374,0.8203152419451784,3.4,Promising,0.03917664951885907,0.5,0.5
U0138,trial,0,Needs Attention,0.13487920167840417,0.5751503006012024,0.0,1.0,0.29013157400944206,0.9020512023972129,3.0999999999999996,Promising,0.03920668556625882,0.2,0.5
U0139,inactive,1,At-Risk Users,0.6016534424900265,0.22444889779559118,0.0,0.0,0.3727635045371642,0.6092207004634309,4.7,Champions,0.9342389361851071,0.8,0.0
U0140,inactive,0,Needs Attention,0.2703319137783402,0.07715430861723448,0.0,0.0,0.5089895146097438,0.5867370219457618,2.8000000000000003,Needs Attention,0.01406701076652008,0.12962962962962962,0.0
U0141,trial,0,Needs Attention,0.37854630434899084,0.49198396793587174,0.0,1.0,0.3642686121306283,0.5771275365395417,3.1,Promising,0.03812614364933629,0.02127659574468085,0.5
U0142,paid,2,Social Engagers,0.25338403158865125,0.8236472945891783,1.0,1.0,0.5790780061996652,0.47350149594042623,2.4000000000000004,At Risk,0.00890318749068227,0.034482758620689655,1.0
U0143,trial,3,Segment 3,0.47264867586489623,0.386439545758183,0.0,1.0,0.29954815999039275,0.50790015618319,1.3,Lost,0.03973317578079511,0.04081632653061224,0.5
U0144,trial,2,Social Engagers,0.4036843516452046,0.5464261857047429,1.0,0.0,0.2763887325212222,0.7237468358213879,4.4,Loyal,0.184232661132,0.1111111111111111,0.5
U0145,trial,0,Needs Attention,0.2892115334898358,0.1867067468269873,0.0,0.0,0.35786779551612585,0.737111377778439,3.0,Promising,0.0542054203296982,0.15,0.0
U0146,paid,5,Social Engagers,0.4738147442868986,0.7535070140280561,1.0,1.0,0.37822611515165167,0.4561366853427544,3.2,Promising,0.04760751242184928,0.03278688524590164,1.0
U0147,paid,3,Segment 3,0.499985338775427,0.19104876419505679,0.0,0.0,0.4517229214984275,0.5425619882241055,3.5,Potential Loyalist,0.0609741083465747,0.11428571428571428,0.0
U0148,trial,2,Social Engagers,0.24122211575053487,0.5447561790247161,1.0,0.0,0.4282767782756524,0.6467560922518067,3.0,Promising,0.01339009292236586,0.02,0.5
U0149,trial,0,Needs Attention,0.3240678756739198,0.5340681362725451,0.0,1.0,0.6041055894560657,0.452367785233946,3.1,Promising,0.01605755730327809,0.036585365853658534,0.5
