template_id,estimated_ctr,ci_lower,ci_upper,total_sends,total_clicks,alpha,beta,confidence_width
T0030_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0031_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0024_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0025_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0026_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0027_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0020_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0021_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0022_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0023_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0048_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0049,0.5,0.0,1.0,0,0,1,1,1.0
T0049_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0050,0.5,0.0,1.0,0,0,1,1,1.0
T0050_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0051,0.5,0.0,1.0,0,0,1,1,1.0
T0051_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0052,0.5,0.0,1.0,0,0,1,1,1.0
T0044_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0045_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0046_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0047_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0040_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0041_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0042_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0043_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0036_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0037_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0038_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0039_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0064_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0065,0.5,0.0,1.0,0,0,1,1,1.0
T0065_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0066,0.5,0.0,1.0,0,0,1,1,1.0
T0066_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0067,0.5,0.0,1.0,0,0,1,1,1.0
T0067_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0068,0.5,0.0,1.0,0,0,1,1,1.0
T0060_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0061,0.5,0.0,1.0,0,0,1,1,1.0
T0061_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0062,0.5,0.0,1.0,0,0,1,1,1.0
T0062_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0063,0.5,0.0,1.0,0,0,1,1,1.0
T0063_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0064,0.5,0.0,1.0,0,0,1,1,1.0
T0056_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0057,0.5,0.0,1.0,0,0,1,1,1.0
T0057_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0058,0.5,0.0,1.0,0,0,1,1,1.0
T0058_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0059,0.5,0.0,1.0,0,0,1,1,1.0
T0059_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0060,0.5,0.0,1.0,0,0,1,1,1.0
T0052_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0053,0.5,0.0,1.0,0,0,1,1,1.0
T0053_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0054,0.5,0.0,1.0,0,0,1,1,1.0
T0054_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0055,0.5,0.0,1.0,0,0,1,1,1.0
T0055_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0056,0.5,0.0,1.0,0,0,1,1,1.0
T0080_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0081,0.5,0.0,1.0,0,0,1,1,1.0
T0081_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0082,0.5,0.0,1.0,0,0,1,1,1.0
T0082_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0083,0.5,0.0,1.0,0,0,1,1,1.0
T0083_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0084,0.5,0.0,1.0,0,0,1,1,1.0
T0076_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0077,0.5,0.0,1.0,0,0,1,1,1.0
T0077_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0078,0.5,0.0,1.0,0,0,1,1,1.0
T0078_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0079,0.5,0.0,1.0,0,0,1,1,1.0
T0079_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0080,0.5,0.0,1.0,0,0,1,1,1.0
T0072_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0073,0.5,0.0,1.0,0,0,1,1,1.0
T0073_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0074,0.5,0.0,1.0,0,0,1,1,1.0
T0074_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0075,0.5,0.0,1.0,0,0,1,1,1.0
T0075_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0076,0.5,0.0,1.0,0,0,1,1,1.0
T0068_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0069,0.5,0.0,1.0,0,0,1,1,1.0
T0069_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0070,0.5,0.0,1.0,0,0,1,1,1.0
T0070_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0071,0.5,0.0,1.0,0,0,1,1,1.0
T0071_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0072,0.5,0.0,1.0,0,0,1,1,1.0
T0096_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0097,0.5,0.0,1.0,0,0,1,1,1.0
T0097_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0098,0.5,0.0,1.0,0,0,1,1,1.0
T0098_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0099,0.5,0.0,1.0,0,0,1,1,1.0
T0099_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0100,0.5,0.0,1.0,0,0,1,1,1.0
T0092_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0093,0.5,0.0,1.0,0,0,1,1,1.0
T0093_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0094,0.5,0.0,1.0,0,0,1,1,1.0
T0094_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0095,0.5,0.0,1.0,0,0,1,1,1.0
T0095_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0096,0.5,0.0,1.0,0,0,1,1,1.0
T0088_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0089,0.5,0.0,1.0,0,0,1,1,1.0
T0089_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0090,0.5,0.0,1.0,0,0,1,1,1.0
T0090_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0091,0.5,0.0,1.0,0,0,1,1,1.0
T0091_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0092,0.5,0.0,1.0,0,0,1,1,1.0
T0084_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0085,0.5,0.0,1.0,0,0,1,1,1.0
T0085_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0086,0.5,0.0,1.0,0,0,1,1,1.0
T0086_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0087,0.5,0.0,1.0,0,0,1,1,1.0
T0087_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0088,0.5,0.0,1.0,0,0,1,1,1.0
T0112_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0113,0.5,0.0,1.0,0,0,1,1,1.0
T0113_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0114,0.5,0.0,1.0,0,0,1,1,1.0
T0114_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0115,0.5,0.0,1.0,0,0,1,1,1.0
T0115_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0116,0.5,0.0,1.0,0,0,1,1,1.0
T0108_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0109,0.5,0.0,1.0,0,0,1,1,1.0
T0109_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0110,0.5,0.0,1.0,0,0,1,1,1.0
T0110_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0111,0.5,0.0,1.0,0,0,1,1,1.0
T0111_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0112,0.5,0.0,1.0,0,0,1,1,1.0
T0104_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0105,0.5,0.0,1.0,0,0,1,1,1.0
T0105_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0106,0.5,0.0,1.0,0,0,1,1,1.0
T0106_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0107,0.5,0.0,1.0,0,0,1,1,1.0
T0107_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0108,0.5,0.0,1.0,0,0,1,1,1.0
T0100_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0101,0.5,0.0,1.0,0,0,1,1,1.0
T0101_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0102,0.5,0.0,1.0,0,0,1,1,1.0
T0102_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0103,0.5,0.0,1.0,0,0,1,1,1.0
T0103_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0104,0.5,0.0,1.0,0,0,1,1,1.0
T0128_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0129,0.5,0.0,1.0,0,0,1,1,1.0
T0129_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0130,0.5,0.0,1.0,0,0,1,1,1.0
T0130_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0131,0.5,0.0,1.0,0,0,1,1,1.0
T0131_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0132,0.5,0.0,1.0,0,0,1,1,1.0
T0124_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0125,0.5,0.0,1.0,0,0,1,1,1.0
T0125_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0126,0.5,0.0,1.0,0,0,1,1,1.0
T0126_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0127,0.5,0.0,1.0,0,0,1,1,1.0
T0127_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0128,0.5,0.0,1.0,0,0,1,1,1.0
T0120_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0121,0.5,0.0,1.0,0,0,1,1,1.0
T0121_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0122,0.5,0.0,1.0,0,0,1,1,1.0
T0122_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0123,0.5,0.0,1.0,0,0,1,1,1.0
T0123_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0124,0.5,0.0,1.0,0,0,1,1,1.0
T0116_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0117,0.5,0.0,1.0,0,0,1,1,1.0
T0117_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0118,0.5,0.0,1.0,0,0,1,1,1.0
T0118_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0119,0.5,0.0,1.0,0,0,1,1,1.0
T0119_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0120,0.5,0.0,1.0,0,0,1,1,1.0
T0144_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0145,0.5,0.0,1.0,0,0,1,1,1.0
T0145_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0146,0.5,0.0,1.0,0,0,1,1,1.0
T0146_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0147,0.5,0.0,1.0,0,0,1,1,1.0
T0147_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0148,0.5,0.0,1.0,0,0,1,1,1.0
T0140_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0141,0.5,0.0,1.0,0,0,1,1,1.0
T0141_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0142,0.5,0.0,1.0,0,0,1,1,1.0
T0142_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0143,0.5,0.0,1.0,0,0,1,1,1.0
T0143_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0144,0.5,0.0,1.0,0,0,1,1,1.0
T0136_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0137,0.5,0.0,1.0,0,0,1,1,1.0
T0137_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0138,0.5,0.0,1.0,0,0,1,1,1.0
T0138_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0139,0.5,0.0,1.0,0,0,1,1,1.0
T0139_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0140,0.5,0.0,1.0,0,0,1,1,1.0
T0132_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0133,0.5,0.0,1.0,0,0,1,1,1.0
T0133_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0134,0.5,0.0,1.0,0,0,1,1,1.0
T0134_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0135,0.5,0.0,1.0,0,0,1,1,1.0
T0135_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0136,0.5,0.0,1.0,0,0,1,1,1.0
T0160_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0161,0.5,0.0,1.0,0,0,1,1,1.0
T0161_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0162,0.5,0.0,1.0,0,0,1,1,1.0
T0162_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0163,0.5,0.0,1.0,0,0,1,1,1.0
T0163_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0164,0.5,0.0,1.0,0,0,1,1,1.0
T0156_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0157,0.5,0.0,1.0,0,0,1,1,1.0
T0157_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0158,0.5,0.0,1.0,0,0,1,1,1.0
T0158_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0159,0.5,0.0,1.0,0,0,1,1,1.0
T0159_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0160,0.5,0.0,1.0,0,0,1,1,1.0
T0152_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0153,0.5,0.0,1.0,0,0,1,1,1.0
T0153_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0154,0.5,0.0,1.0,0,0,1,1,1.0
T0154_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0155,0.5,0.0,1.0,0,0,1,1,1.0
T0155_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0156,0.5,0.0,1.0,0,0,1,1,1.0
T0148_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0149,0.5,0.0,1.0,0,0,1,1,1.0
T0149_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0150,0.5,0.0,1.0,0,0,1,1,1.0
T0150_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0151,0.5,0.0,1.0,0,0,1,1,1.0
T0151_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0152,0.5,0.0,1.0,0,0,1,1,1.0
T0176_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0177,0.5,0.0,1.0,0,0,1,1,1.0
T0177_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0178,0.5,0.0,1.0,0,0,1,1,1.0
T0178_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0179,0.5,0.0,1.0,0,0,1,1,1.0
T0179_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0180,0.5,0.0,1.0,0,0,1,1,1.0
T0172_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0173,0.5,0.0,1.0,0,0,1,1,1.0
T0173_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0174,0.5,0.0,1.0,0,0,1,1,1.0
T0174_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0175,0.5,0.0,1.0,0,0,1,1,1.0
T0175_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0176,0.5,0.0,1.0,0,0,1,1,1.0
T0168_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0169,0.5,0.0,1.0,0,0,1,1,1.0
T0169_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0170,0.5,0.0,1.0,0,0,1,1,1.0
T0170_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0171,0.5,0.0,1.0,0,0,1,1,1.0
T0171_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0172,0.5,0.0,1.0,0,0,1,1,1.0
T0164_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0165,0.5,0.0,1.0,0,0,1,1,1.0
T0165_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0166,0.5,0.0,1.0,0,0,1,1,1.0
T0166_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0167,0.5,0.0,1.0,0,0,1,1,1.0
T0167_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0168,0.5,0.0,1.0,0,0,1,1,1.0
T0192_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0193,0.5,0.0,1.0,0,0,1,1,1.0
T0193_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0194,0.5,0.0,1.0,0,0,1,1,1.0
T0194_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0195,0.5,0.0,1.0,0,0,1,1,1.0
T0195_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0196,0.5,0.0,1.0,0,0,1,1,1.0
T0188_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0189,0.5,0.0,1.0,0,0,1,1,1.0
T0189_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0190,0.5,0.0,1.0,0,0,1,1,1.0
T0190_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0191,0.5,0.0,1.0,0,0,1,1,1.0
T0191_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0192,0.5,0.0,1.0,0,0,1,1,1.0
T0184_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0185,0.5,0.0,1.0,0,0,1,1,1.0
T0185_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0186,0.5,0.0,1.0,0,0,1,1,1.0
T0186_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0187,0.5,0.0,1.0,0,0,1,1,1.0
T0187_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0188,0.5,0.0,1.0,0,0,1,1,1.0
T0180_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0181,0.5,0.0,1.0,0,0,1,1,1.0
T0181_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0182,0.5,0.0,1.0,0,0,1,1,1.0
T0182_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0183,0.5,0.0,1.0,0,0,1,1,1.0
T0183_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0184,0.5,0.0,1.0,0,0,1,1,1.0
T0208_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0209,0.5,0.0,1.0,0,0,1,1,1.0
T0209_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0210,0.5,0.0,1.0,0,0,1,1,1.0
T0210_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0211,0.5,0.0,1.0,0,0,1,1,1.0
T0211_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0212,0.5,0.0,1.0,0,0,1,1,1.0
T0204_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0205,0.5,0.0,1.0,0,0,1,1,1.0
T0205_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0206,0.5,0.0,1.0,0,0,1,1,1.0
T0206_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0207,0.5,0.0,1.0,0,0,1,1,1.0
T0207_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0208,0.5,0.0,1.0,0,0,1,1,1.0
T0200_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0201,0.5,0.0,1.0,0,0,1,1,1.0
T0201_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0202,0.5,0.0,1.0,0,0,1,1,1.0
T0202_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0203,0.5,0.0,1.0,0,0,1,1,1.0
T0203_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0204,0.5,0.0,1.0,0,0,1,1,1.0
T0196_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0197,0.5,0.0,1.0,0,0,1,1,1.0
T0197_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0198,0.5,0.0,1.0,0,0,1,1,1.0
T0198_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0199,0.5,0.0,1.0,0,0,1,1,1.0
T0199_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0200,0.5,0.0,1.0,0,0,1,1,1.0
T0224_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0225,0.5,0.0,1.0,0,0,1,1,1.0
T0225_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0226,0.5,0.0,1.0,0,0,1,1,1.0
T0226_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0227,0.5,0.0,1.0,0,0,1,1,1.0
T0227_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0228,0.5,0.0,1.0,0,0,1,1,1.0
T0220_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0221,0.5,0.0,1.0,0,0,1,1,1.0
T0221_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0222,0.5,0.0,1.0,0,0,1,1,1.0
T0222_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0223,0.5,0.0,1.0,0,0,1,1,1.0
T0223_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0224,0.5,0.0,1.0,0,0,1,1,1.0
T0216_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0217,0.5,0.0,1.0,0,0,1,1,1.0
T0217_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0218,0.5,0.0,1.0,0,0,1,1,1.0
T0218_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0219,0.5,0.0,1.0,0,0,1,1,1.0
T0219_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0220,0.5,0.0,1.0,0,0,1,1,1.0
T0212_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0213,0.5,0.0,1.0,0,0,1,1,1.0
T0213_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0214,0.5,0.0,1.0,0,0,1,1,1.0
T0214_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0215,0.5,0.0,1.0,0,0,1,1,1.0
T0215_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0216,0.5,0.0,1.0,0,0,1,1,1.0
T0240_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0241,0.5,0.0,1.0,0,0,1,1,1.0
T0241_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0242,0.5,0.0,1.0,0,0,1,1,1.0
T0242_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0243,0.5,0.0,1.0,0,0,1,1,1.0
T0243_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0244,0.5,0.0,1.0,0,0,1,1,1.0
T0236_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0237,0.5,0.0,1.0,0,0,1,1,1.0
T0237_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0238,0.5,0.0,1.0,0,0,1,1,1.0
T0238_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0239,0.5,0.0,1.0,0,0,1,1,1.0
T0239_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0240,0.5,0.0,1.0,0,0,1,1,1.0
T0232_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0233,0.5,0.0,1.0,0,0,1,1,1.0
T0233_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0234,0.5,0.0,1.0,0,0,1,1,1.0
T0234_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0235,0.5,0.0,1.0,0,0,1,1,1.0
T0235_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0236,0.5,0.0,1.0,0,0,1,1,1.0
T0228_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0229,0.5,0.0,1.0,0,0,1,1,1.0
T0229_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0230,0.5,0.0,1.0,0,0,1,1,1.0
T0230_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0231,0.5,0.0,1.0,0,0,1,1,1.0
T0231_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0232,0.5,0.0,1.0,0,0,1,1,1.0
T0256_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0257,0.5,0.0,1.0,0,0,1,1,1.0
T0257_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0258,0.5,0.0,1.0,0,0,1,1,1.0
T0258_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0259,0.5,0.0,1.0,0,0,1,1,1.0
T0259_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0260,0.5,0.0,1.0,0,0,1,1,1.0
T0252_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0253,0.5,0.0,1.0,0,0,1,1,1.0
